Row,Country,Difficulty,Question,Answer,Options,Failed,Why it failed,Remedy
8929,Cabo Verde,easy,Which Cabo Verdean domestic league is the top tier?,Campeonato Caboverdiano de Futebol,Campeonato Caboverdiano de Futebol | Liga Caboverdiana de Futebol | Campeonato Nacional de Cabo Verde | Primeira Liga Caboverdiana,,,Rectified programmatically
8931,Cabo Verde,easy,Which Cabo Verdean key midfielder had European experience during 2026 World Cup qualifiers?,Kenny Rocha Santos,Kenny Rocha Santos | Ryan Mendes | Garry Rodrigues | Stopira,,,Rectified programmatically
8938,Cabo Verde,medium,Which Cabo Verdean quality drove their historic 2026 World Cup qualification?,Defensive solidity and team,Defensive solidity and team spirit | A prolific star striker | Home-field advantage | An innovative new manager,,,Rectified programmatically
8939,Cabo Verde,medium,Which Cabo Verdean quality was most crucial for their 2026 World Cup qualification?,Defensive solidity and team,Defensive solidity and team spirit | High-scoring forwards | Experienced star players | Tactical flexibility,,,Rectified programmatically
20901,DR Congo,easy,Which CAF club reached the 2010 FIFA Club World Cup final?,TP Mazembe,TP Mazembe | Al Ahly | Espérance de Tunis | Wydad Casablanca,,,Rectified programmatically
23083,Egypt,easy,Which CAF nation qualified for the 2022 World Cup via a playoff win?,Senegal,Senegal | Nigeria | Morocco | Tunisia,,,Rectified programmatically
29502,Ghana,easy,Which CAF team qualified for the 2018 FIFA World Cup?,Nigeria,Nigeria | Ghana | Cameroon | Senegal,,,Rectified programmatically
9993,Cameroon,easy,Which Cameroon 2026 World Cup player does NOT play in a top European league?,No correct answer possible,No correct answer possible | André Onana | Vincent Aboubakar | Karl Toko Ekambi,,,Rectified programmatically
9995,Cameroon,hard,Which Cameroon AFCON host was postponed to January 2022?,2021 AFCON,2021 AFCON | 2023 AFCON | 2019 AFCON | 2025 AFCON,,,Rectified programmatically
10000,Cameroon,easy,Which Cameroon attacker became key for the 2026 World Cup cycle?,Bryan Mbeumo,Bryan Mbeumo | André Onana | André-Frank Zambo Anguissa | Eric Maxim Choupo-Moting,,,Rectified programmatically
10002,Cameroon,easy,Which Cameroon attacker emerged for the 2026 FIFA World Cup cycle?,Bryan Mbeumo,Bryan Mbeumo | Vincent Aboubakar | Eric Maxim Choupo-Moting | Karl Toko Ekambi,,,Rectified programmatically
10013,Cameroon,easy,Which Cameroon attacker is being groomed for the 2026 World Cup cycle?,Bryan Mbeumo,Bryan Mbeumo | Vincent Aboubakar | Eric Maxim Choupo-Moting | Karl Toko Ekambi,,,Rectified programmatically
10014,Cameroon,easy,Which Cameroon attacker is being prepared for the 2026 World Cup cycle?,Bryan Mbeumo,Bryan Mbeumo | Vincent Aboubakar | Eric Maxim Choupo-Moting | Karl Toko Ekambi,,,Rectified programmatically
10024,Cameroon,easy,Which Cameroon attacker is key for their 2026 FIFA World Cup cycle?,Bryan Mbeumo,Bryan Mbeumo | Eric Maxim Choupo-Moting | André-Frank Zambo Anguissa | André Onana,,,Rectified programmatically
10028,Cameroon,easy,Which Cameroon attacker plays for Brentford and is emerging for the 2026 World Cup cycle?,Bryan Mbeumo,Bryan Mbeumo | Eric Maxim Choupo-Moting | Karl Toko Ekambi | Vincent Aboubakar,,,Rectified programmatically
10082,Cameroon,easy,Which Cameroon forward had over 70 caps by the 2022 World Cup?,Eric Maxim Choupo-Moting,Eric Maxim Choupo-Moting | Vincent Aboubakar | Karl Toko Ekambi | André-Frank Zambo Anguissa,,,Rectified programmatically
10085,Cameroon,easy,Which Cameroon forward provided crucial veteran experience for the 2022 World Cup squad?,Eric Maxim Choupo-Moting,Eric Maxim Choupo-Moting | Vincent Aboubakar | Karl Toko Ekambi | Bryan Mbeumo,,,Rectified programmatically
10086,Cameroon,easy,Which Cameroon forward provided veteran experience in their 2022 World Cup squad?,Eric Maxim Choupo-Moting,Eric Maxim Choupo-Moting | Vincent Aboubakar | Karl Toko Ekambi | Bryan Mbeumo,,,Rectified programmatically
10089,Cameroon,easy,Which Cameroon forward provides key experience for the 2026 World Cup cycle?,Eric Maxim Choupo-Moting,Eric Maxim Choupo-Moting | André Onana | Bryan Mbeumo | André-Frank Zambo Anguissa,,,Rectified programmatically
10096,Cameroon,easy,Which Cameroon forward was a key attacker at the 2022 World Cup?,Eric Maxim Choupo-Moting,Eric Maxim Choupo-Moting | Vincent Aboubakar | Karl Toko Ekambi | Bryan Mbeumo,,,Rectified programmatically
10100,Cameroon,easy,Which Cameroon forward was key to their attack at the 2022 FIFA World Cup?,Eric Maxim Choupo-Moting,Eric Maxim Choupo-Moting | Vincent Aboubakar | Karl Toko Ekambi | Bryan Mbeumo,,,Rectified programmatically
10139,Cameroon,easy,Which Cameroon legend's World Cup farewell was at the 2014 tournament?,Samuel Eto'o,Samuel Eto'o | Roger Milla | Patrick Mboma | Vincent Aboubakar,,,Rectified programmatically
10193,Cameroon,medium,Which Cameroon midfielder anchored their 2026 World Cup qualification group campaign?,André-Frank Zambo Anguissa,André-Frank Zambo Anguissa | André Onana | Bryan Mbeumo | Eric Choupo-Moting,,,Rectified programmatically
10196,Cameroon,easy,Which Cameroon midfielder anchors the team's play in FIFA World Cup matches?,André-Frank Zambo Anguissa,André-Frank Zambo Anguissa | André Onana | Bryan Mbeumo | Eric Choupo-Moting,,,Rectified programmatically
10198,Cameroon,easy,Which Cameroon midfielder anchors their FIFA World Cup 2026 qualifying campaign?,André-Frank Zambo Anguissa,André-Frank Zambo Anguissa | André Onana | Bryan Mbeumo | Eric Maxim Choupo-Moting,,,Rectified programmatically
10206,Cameroon,easy,Which Cameroon midfielder played for Napoli at the 2022 World Cup?,André-Frank Zambo Anguissa,André-Frank Zambo Anguissa | Eric Maxim Choupo-Moting | Karl Toko Ekambi | Jean-Charles Castelletto,,,Rectified programmatically
10207,Cameroon,easy,Which Cameroon midfielder playing for Napoli was a key squad member at the 2022 FIFA World Cup?,André-Frank Zambo Anguissa,André-Frank Zambo Anguissa | Vincent Aboubakar | Eric Maxim Choupo-Moting | Jean-Charles Castelletto,,,Rectified programmatically
10218,Cameroon,easy,"Which Cameroon midfielder, at Napoli, was key in the 2022 World Cup?",André-Frank Zambo Anguissa,André-Frank Zambo Anguissa | Eric Maxim Choupo-Moting | Karl Toko Ekambi | Jean-Charles Castelletto,,,Rectified programmatically
10219,Cameroon,easy,"Which Cameroon midfielder, playing for Napoli, was key at the 2022 World Cup?",André-Frank Zambo Anguissa,André-Frank Zambo Anguissa | Eric Maxim Choupo-Moting | Jean-Charles Castelletto | Karl Toko Ekambi,,,Rectified programmatically
10260,Cameroon,easy,Which Cameroon player is the key leader as first-choice goalkeeper?,André Onana,André Onana | André-Frank Zambo Anguissa | Bryan Mbeumo | Eric Maxim Choupo-Moting,,,Rectified programmatically
10261,Cameroon,easy,Which Cameroon player leads as first-choice goalkeeper for 2026 World Cup?,André Onana,André Onana | André-Frank Zambo Anguissa | Bryan Mbeumo | Eric Maxim Choupo-Moting,,,Rectified programmatically
10336,Cameroon,easy,Which Cameroon player was the first-choice goalkeeper and a key leader for their 2026 World Cup squad?,André Onana,André Onana | Vincent Aboubakar | Samuel Eto'o | Roger Milla,,,Rectified programmatically
10373,Cameroon,hard,Which Cameroon side qualified for the 2022 FIFA World Cup through CAF?,The 2022 Cameroon team,"The 2022 Cameroon team | The 2021 Cameroon team | The,  2022 Cameroon team | The 2022 Cameroon squad   <- replace the distractor that equals the answer with a real, wrong, same-type option",,,Rectified programmatically
10440,Cameroon,easy,Which Cameroon striker had over 90 caps in 2022?,Vincent Aboubakar,Vincent Aboubakar | Eric Maxim Choupo-Moting | Nicolas Nkoulou | Karl Toko Ekambi,,,Rectified programmatically
10442,Cameroon,easy,Which Cameroon striker retired from international football after the 2014 World Cup?,Samuel Eto'o,Samuel Eto'o | Vincent Aboubakar | Eric Maxim Choupo-Moting | Karl Toko Ekambi,,,Rectified programmatically
11279,Canada,easy,Which Canada city will host 2026 World Cup matches alongside Toronto?,Vancouver,Vancouver | Montreal | Edmonton | Calgary,,,Rectified programmatically
11285,Canada,easy,Which Canada defender played at the 2022 FIFA World Cup?,Richie Laryea,Richie Laryea | Sam Adekugbe | Tajon Buchanan | Junior Hoilett,,,Rectified programmatically
11286,Canada,easy,Which Canada defender played in the 2022 FIFA World Cup?,Richie Laryea,Richie Laryea | Sam Adekugbe | Alphonso Davies | Tajon Buchanan,,,Rectified programmatically
11287,Canada,medium,Which Canada defender played in their 2022 World Cup group stage match?,Richie Laryea,Richie Laryea | Sam Adekugbe | Alphonso Davies | Tajon Buchanan,,,Rectified programmatically
11294,Canada,easy,Which Canada forward provided goals and experience during 2022 World Cup qualifying?,Cyle Larin,Cyle Larin | Jonathan David | Tajon Buchanan | Alphonso Davies,,,Rectified programmatically
11295,Canada,easy,Which Canada forward provides goals and experience for their 2026 World Cup squad?,Cyle Larin,Cyle Larin | Jonathan David | Tajon Buchanan | Ismael Koné,,,Rectified programmatically
11302,Canada,easy,Which Canada forward was a key player at the 2022 World Cup?,Cyle Larin,Cyle Larin | Jonathan David | Alphonso Davies | Junior Hoilett,,,Rectified programmatically
11311,Canada,easy,Which Canada forwards each passed 25 international goals by the 2022 World Cup?,Jonathan David and Cyle,Jonathan David and Cyle Larin | Alphonso Davies and Atiba Hutchinson | Jonathan Osorio and Junior Hoilett | Mark-Anthony Kaye and Lucas Cavallini,,,Rectified programmatically
11361,Canada,easy,Which Canada midfielder emerged as a prospect for the 2026 World Cup cycle?,Ismael Koné,Ismael Koné | Stephen Eustáquio | Atiba Hutchinson | Tajon Buchanan,,,Rectified programmatically
11365,Canada,easy,Which Canada midfielder is being developed for the 2026 World Cup cycle?,Ismael Koné,Ismael Koné | Stephen Eustáquio | Tajon Buchanan | Atiba Hutchinson,,,Rectified programmatically
11368,Canada,easy,Which Canada midfielder is emerging for the 2026 World Cup cycle?,Ismael Koné,Ismael Koné | Stephen Eustáquio | Atiba Hutchinson | Jonathan David,,,Rectified programmatically
11369,Canada,easy,Which Canada midfielder is labelled 'the next generation' for the 2026 World Cup?,Ismael Koné,Ismael Koné | Stephen Eustáquio | Tajon Buchanan | Atiba Hutchinson,,,Rectified programmatically
11370,Canada,easy,Which Canada midfielder is the team's creator for the 2026 World Cup?,Stephen Eustáquio,Stephen Eustáquio | Ismael Koné | Atiba Hutchinson | Alphonso Davies,,,Rectified programmatically
11378,Canada,easy,Which Canada midfielder was key for creativity at the 2022 World Cup?,Stephen Eustáquio,Stephen Eustáquio | Atiba Hutchinson | Ismael Koné | Junior Hoilett,,,Rectified programmatically
11379,Canada,easy,Which Canada midfielder was part of the next generation in 2026 World Cup squad building?,Ismael Koné,Ismael Koné | Stephen Eustáquio | Atiba Hutchinson | Alphonso Davies,,,Rectified programmatically
11418,Canada,easy,Which Canada player is the primary midfield creator for their 2026 World Cup squad?,Stephen Eustáquio,Stephen Eustáquio | Ismael Koné | Atiba Hutchinson | Jonathan David,,,Rectified programmatically
11421,Canada,easy,Which Canada player orchestrates the midfield in their 2026 World Cup build-up?,Stephen Eustáquio,Stephen Eustáquio | Ismael Koné | Atiba Hutchinson | Alphonso Davies,,,Rectified programmatically
11436,Canada,easy,Which Canada player provides pace on the wing for the 2026 squad?,Tajon Buchanan,Tajon Buchanan | Jonathan David | Cyle Larin | Ismael Koné,,,Rectified programmatically
11437,Canada,easy,Which Canada player provides pace on the wing for their 2026 World Cup squad?,Tajon Buchanan,Tajon Buchanan | Alphonso Davies | Jonathan David | Cyle Larin,,,Rectified programmatically
11439,Canada,easy,Which Canada player represents the next generation in midfield for the 2026 FIFA World Cup?,Ismael Koné,Ismael Koné | Stephen Eustáquio | Atiba Hutchinson | Tajon Buchanan,,,Rectified programmatically
11504,Canada,easy,Which Canada player was the midfield creator in 2022 World Cup qualifying?,Stephen Eustáquio,Stephen Eustáquio | Ismael Koné | Atiba Hutchinson | Jonathan David,,,Rectified programmatically
11505,Canada,easy,Which Canada player was the midfield creator in their 2022 World Cup match versus Belgium?,Stephen Eustáquio,Stephen Eustáquio | Atiba Hutchinson | Alphonso Davies | Jonathan David,,,Rectified programmatically
11511,Canada,easy,Which Canada player will captain the team at the 2026 World Cup?,Alphonso Davies,Alphonso Davies | Jonathan David | Cyle Larin | Stephen Eustáquio,,,Rectified programmatically
11521,Canada,easy,Which Canada player's goals ended their 36-year World Cup drought in 2022?,Jonathan David and Cyle,Jonathan David and Cyle Larin | Alphonso Davies and Tajon Buchanan | Atiba Hutchinson and Milan Borjan | Junior Hoilett and Mark-Anthony Kaye,,,Rectified programmatically
11522,Canada,medium,Which Canada player's goals secured their 2022 World Cup qualification?,Jonathan David and Cyle,Jonathan David and Cyle Larin | Alphonso Davies and Atiba Hutchinson | Tajon Buchanan and Milan Borjan | Mark-Anthony Kaye and Samuel Piette,,,Rectified programmatically
11526,Canada,easy,Which Canada players led 2022 qualifying with 25+ goals each?,Jonathan David & Cyle,Jonathan David & Cyle Larin | Alphonso Davies & Atiba Hutchinson | Junior Hoilett & Milan Borjan | Mark-Anthony Kaye & Samuel Piette,,,Rectified programmatically
11524,Canada,easy,Which Canada player's performances were key in their unbeaten first half of 2022 qualifying?,Alphonso Davies,Alphonso Davies | Jonathan David | Cyle Larin | Atiba Hutchinson,,,Rectified programmatically
11533,Canada,easy,"Which Canada star, like Mexico's Lozano, was key in 2022 qualifying?",Alphonso Davies,Alphonso Davies | Jonathan David | Cyle Larin | Tajon Buchanan,,,Rectified programmatically
11541,Canada,easy,Which Canada winger gained experience across World Cup qualifying campaigns?,Junior Hoilett,Junior Hoilett | Tajon Buchanan | Jonathan David | Alphonso Davies,,,Rectified programmatically
11542,Canada,easy,Which Canada winger participated in multiple FIFA World Cup qualifying campaigns?,Junior Hoilett,Junior Hoilett | Jonathan David | Tajon Buchanan | Cyle Larin,,,Rectified programmatically
11551,Canada,easy,Which Canada winger provided key pace during 2022 World Cup qualifying?,Tajon Buchanan,Tajon Buchanan | Alphonso Davies | Jonathan David | Cyle Larin,,,Rectified programmatically
11556,Canada,easy,Which Canada winger provided veteran experience during FIFA World Cup qualifying?,Junior Hoilett,Junior Hoilett | Tajon Buchanan | Jonathan David | Alphonso Davies,,,Rectified programmatically
11557,Canada,easy,Which Canada winger provides pace on the wing for the 2026 squad?,Tajon Buchanan,Tajon Buchanan | Alphonso Davies | Jonathan David | Cyle Larin,,,Rectified programmatically
11560,Canada,easy,Which Canada winger was experienced across World Cup qualifying campaigns?,Junior Hoilett,Junior Hoilett | Tajon Buchanan | Jonathan David | Alphonso Davies,,,Rectified programmatically
11563,Canada,easy,"Which Canada winger, unlike Alphonso Davies, played across multiple World Cup qualifying campaigns?",Junior Hoilett,Junior Hoilett | Tajon Buchanan | Jonathan David | Cyle Larin,,,Rectified programmatically
11564,Canada,easy,"Which Canada winger, unlike Jonathan David, is known for his pace?",Tajon Buchanan,Tajon Buchanan | Alphonso Davies | Cyle Larin | Ismael Koné,,,Rectified programmatically
11565,Canada,easy,Which Canada winger's pace was key in 2022 World Cup qualifying?,Tajon Buchanan,Tajon Buchanan | Alphonso Davies | Jonathan David | Cyle Larin,,,Rectified programmatically
11567,Canada,easy,Which Canada World Cup event sparked football culture growth in 2022?,Qualifying for the World,Qualifying for the World Cup | Hosting the 2026 World Cup | Winning the 2024 Copa América | Beating the USA in qualifying,,,Rectified programmatically
11571,Canada,easy,Which Canadian 2026 prospect was not a key player at the 2022 World Cup?,Ismael Koné,Ismael Koné | Stephen Eustáquio | Tajon Buchanan | Sam Adekugbe,,,Rectified programmatically
11572,Canada,medium,Which Canadian 2026 squad mix secured their World Cup qualification?,"MLS, CPL, and European","MLS, CPL, and European players | MLS and European players | CPL and European players | MLS and CPL players",,,Rectified programmatically
11582,Canada,hard,Which Canadian achievement in 2022 boosted football growth at home?,2022 World Cup qualification,2022 World Cup qualification | 2026 World Cup hosting | 2023 Nations League win | 2020 Olympic qualification,,,Rectified programmatically
11583,Canada,hard,Which Canadian achievement in 2022 sparked major growth in national football culture?,2022 World Cup qualification,2022 World Cup qualification | 2026 World Cup hosting | 2023 Women's World Cup | 2021 Gold Cup victory,,,Rectified programmatically
11597,Canada,easy,Which Canadian city houses the national federation's headquarters for the 2026 World Cup?,Ottawa,Ottawa | Toronto | Vancouver | Montreal,,,Rectified programmatically
11600,Canada,easy,Which Canadian city is home to Canada Soccer's headquarters?,Ottawa,Ottawa | Toronto | Vancouver | Montreal,,,Rectified programmatically
11607,Canada,easy,Which Canadian defender appeared at the 2022 FIFA World Cup?,Richie Laryea,Richie Laryea | Alphonso Davies | Sam Adekugbe | Atiba Hutchinson,,,Rectified programmatically
11608,Canada,easy,Which Canadian defender made his World Cup debut at the 2022 tournament?,Richie Laryea,Richie Laryea | Sam Adekugbe | Tajon Buchanan | Stephen Eustáquio,,,Rectified programmatically
11613,Canada,easy,Which Canadian duo were the top scorers entering the 2022 World Cup?,Jonathan David & Cyle,Jonathan David & Cyle Larin | Alphonso Davies & Atiba Hutchinson | Tajon Buchanan & Milan Borjan | Junior Hoilett & Samuel Piette,,,Rectified programmatically
11614,Canada,easy,Which Canadian emerging midfielder is being groomed for the 2026 World Cup cycle?,Ismael Koné,Ismael Koné | Stephen Eustáquio | Atiba Hutchinson | Tajon Buchanan,,,Rectified programmatically
11620,Canada,easy,Which Canadian forward is known for providing goals and experience?,Cyle Larin,Cyle Larin | Jonathan David | Tajon Buchanan | Alphonso Davies,,,Rectified programmatically
11635,Canada,easy,Which Canadian forward was selected for 2022 World Cup squad for goals and experience?,Cyle Larin,Cyle Larin | Alphonso Davies | Jonathan David | Tajon Buchanan,,,Rectified programmatically
11640,Canada,medium,Which Canadian forwards' goals helped secure 2022 World Cup qualification?,Jonathan David and Cyle,Jonathan David and Cyle Larin | Alphonso Davies and Atiba Hutchinson | Junior Hoilett and Milan Borjan | Tajon Buchanan and Stephen Eustáquio,,,Rectified programmatically
11639,Canada,easy,Which Canadian forwards had 25+ goals by the 2022 World Cup?,Jonathan David and Cyle,Jonathan David and Cyle Larin | Alphonso Davies and Atiba Hutchinson | Junior Hoilett and Lucas Cavallini | Tajon Buchanan and Mark-Anthony Kaye,,,Rectified programmatically
11675,Canada,easy,Which Canadian midfielder is part of the 2026 squad's next generation?,Ismael Koné,Ismael Koné | Stephen Eustáquio | Atiba Hutchinson | Alphonso Davies,,,Rectified programmatically
11679,Canada,easy,Which Canadian midfielder orchestrated the attack in 2022 World Cup qualifying?,Stephen Eustáquio,Stephen Eustáquio | Ismael Koné | Atiba Hutchinson | Jonathan David,,,Rectified programmatically
11684,Canada,easy,Which Canadian midfielder represents the next generation for the 2026 FIFA World Cup?,Ismael Koné,Ismael Koné | Stephen Eustáquio | Atiba Hutchinson | Jonathan David,,,Rectified programmatically
11686,Canada,easy,Which Canadian midfielder was a key creative force at the 2022 FIFA World Cup?,Stephen Eustáquio,Stephen Eustáquio | Atiba Hutchinson | Ismael Koné | Junior Hoilett,,,Rectified programmatically
11690,Canada,medium,Which Canadian midfielder was the primary creative force in their 2022 World Cup group stage matches?,Stephen Eustáquio,Stephen Eustáquio | Ismael Koné | Atiba Hutchinson | Jonathan David,,,Rectified programmatically
11704,Canada,easy,Which Canadian player at the 2022 World Cup was noted for providing creativity in midfield?,Stephen Eustáquio,Stephen Eustáquio | Atiba Hutchinson | Tajon Buchanan | Milan Borjan,,,Rectified programmatically
11737,Canada,easy,Which Canadian player is part of the next midfield generation for the 2026 World Cup?,Ismael Koné,Ismael Koné | Tajon Buchanan | Stephen Eustáquio | Jonathan David,,,Rectified programmatically
11738,Canada,easy,Which Canadian player is the midfield creator for their 2026 World Cup squad?,Stephen Eustáquio,Stephen Eustáquio | Ismael Koné | Jonathan David | Tajon Buchanan,,,Rectified programmatically
11740,Canada,easy,Which Canadian player is their primary goal threat for the 2026 World Cup?,Jonathan David,Jonathan David | Cyle Larin | Tajon Buchanan | Alphonso Davies,,,Rectified programmatically
11745,Canada,easy,Which Canadian player provides pace on the wing for the 2026 World Cup squad?,Tajon Buchanan,Tajon Buchanan | Alphonso Davies | Jonathan David | Cyle Larin,,,Rectified programmatically
11771,Canada,easy,Which Canadian player was a key figure in 2022 World Cup qualifying?,Alphonso Davies,Alphonso Davies | Jonathan David | Cyle Larin | Atiba Hutchinson,,,Rectified programmatically
11773,Canada,easy,Which Canadian player was a key left-back and utility option at the 2022 FIFA World Cup?,Sam Adekugbe,Sam Adekugbe | Richie Laryea | Tajon Buchanan | Junior Hoilett,,,Rectified programmatically
11788,Canada,easy,Which Canadian player was the designated midfield creator at the 2022 World Cup?,Stephen Eustáquio,Stephen Eustáquio | Ismael Koné | Atiba Hutchinson | Alphonso Davies,,,Rectified programmatically
11790,Canada,easy,Which Canadian player was the primary goal threat in CONCACAF's 2022 World Cup qualifiers?,Jonathan David,Jonathan David | Alphonso Davies | Cyle Larin | Tajon Buchanan,,,Rectified programmatically
11792,Canada,easy,Which Canadian player was their main goal threat during 2022 World Cup qualifying?,Jonathan David,Jonathan David | Cyle Larin | Alphonso Davies | Tajon Buchanan,,,Rectified programmatically
11802,Canada,easy,"Which Canadian player, alongside Jonathan David, provided key goals in 2022 World Cup qualifying?",Cyle Larin,Cyle Larin | Tajon Buchanan | Stephen Eustáquio | Ismael Koné,,,Rectified programmatically
11812,Canada,easy,Which Canadian player's 2026 World Cup role is to provide pace on the wing?,Tajon Buchanan,Tajon Buchanan | Alphonso Davies | Jonathan David | Cyle Larin,,,Rectified programmatically
11817,Canada,easy,Which Canadian players each have over 25 international goals?,Jonathan David and Cyle,Jonathan David and Cyle Larin | Alphonso Davies and Atiba Hutchinson | Junior Hoilett and Milan Borjan | Mark-Anthony Kaye and Sam Adekugbe,,,Rectified programmatically
11818,Canada,medium,Which Canadian players each scored 25+ goals for their nation?,"Jonathan David, Cyle Larin","Jonathan David, Cyle Larin | Alphonso Davies,  Atiba Hutchinson | Tajon Buchanan, Jonathan Osorio | Stephen Eustáquio, Lucas Cavallini",,,Rectified programmatically
11819,Canada,medium,Which Canadian players had 25+ goals each by the 2022 World Cup?,"Jonathan David, Cyle Larin","Jonathan David, Cyle Larin | Alphonso Davies,  Atiba Hutchinson | Junior Hoilett, Milan Borjan | Tajon Buchanan, Stephen Eustáquio",,,Rectified programmatically
11820,Canada,easy,Which Canadian players have each scored 25+ international goals?,Jonathan David and Cyle,Jonathan David and Cyle Larin | Alphonso Davies and Atiba Hutchinson | Junior Hoilett and Milan Borjan | Tajon Buchanan and Stephen Eustáquio,,,Rectified programmatically
11821,Canada,easy,Which Canadian players were the top scorers in their 2022 World Cup qualifying campaign?,Jonathan David and Cyle,Jonathan David and Cyle Larin | Alphonso Davies and Tajon Buchanan | Atiba Hutchinson and Stephen Eustáquio | Junior Hoilett and Lucas Cavallini,,,Rectified programmatically
11822,Canada,easy,Which Canadian players were top scorers in 2022 World Cup qualifying?,Jonathan David and Cyle,Jonathan David and Cyle Larin | Alphonso Davies and Tajon Buchanan | Atiba Hutchinson and Junior Hoilett | Stephen Eustáquio and Mark-Anthony Kaye,,,Rectified programmatically
11898,Canada,easy,Which Canadian team regularly qualifies for the CONCACAF Gold Cup?,The men's national team,The men's national team | The women's national team | The Olympic soccer team | The under-20 national team,,,Rectified programmatically
11919,Canada,easy,Which Canadian winger contributed experience across World Cup qualifying campaigns?,Junior Hoilett,Junior Hoilett | Jonathan David | Tajon Buchanan | Cyle Larin,,,Rectified programmatically
11922,Canada,easy,Which Canadian winger is known for his pace in the 2026 World Cup squad?,Tajon Buchanan,Tajon Buchanan | Alphonso Davies | Jonathan David | Cyle Larin,,,Rectified programmatically
11923,Canada,easy,Which Canadian winger is statistically fastest in the 2026 World Cup squad?,Tajon Buchanan,Tajon Buchanan | Alphonso Davies | Jonathan David | Cyle Larin,,,Rectified programmatically
11930,Canada,easy,Which Canadian winger was an experienced figure in their 2022 World Cup qualifying campaign?,Junior Hoilett,Junior Hoilett | Tajon Buchanan | Alphonso Davies | Jonathan David,,,Rectified programmatically
11931,Canada,easy,Which Canadian winger was an experienced part of the 2022 World Cup qualifying campaigns?,Junior Hoilett,Junior Hoilett | Tajon Buchanan | Jonathan David | Alphonso Davies,,,Rectified programmatically
11937,Canada,easy,Which Canadian winger was key for pace in 2022 World Cup qualifiers?,Tajon Buchanan,Tajon Buchanan | Alphonso Davies | Jonathan David | Cyle Larin,,,Rectified programmatically
11942,Canada,easy,Which Canadian wingers were selected for the 2026 squad for their pace?,Tajon Buchanan,Tajon Buchanan | Alphonso Davies | Jonathan David | Cyle Larin,,,Rectified programmatically
11943,Canada,hard,Which Canadian women's team won Olympic gold but not a World Cup?,2020 Tokyo Olympics team,2020 Tokyo Olympics team | 2012 London Olympics team | 2024 Paris Olympics team | 2016 Rio Olympics team,,,Rectified programmatically
34488,Jamaica,easy,Which Caribbean side draws major fan support at World Cup qualifiers?,Jamaica's Reggae Boyz,Jamaica's Reggae Boyz | Trinidad and Tobago | Haiti | Cuba,,,Rectified programmatically
34489,Jamaica,easy,Which Caribbean team is a popular draw in World Cup qualifiers?,Jamaica's Reggae Boyz,Jamaica's Reggae Boyz | Haiti's Grenadiers | Trinidad and Tobago | Curaçao,,,Rectified programmatically
34490,Jamaica,easy,Which Caribbean team is among the most popular in its region?,Jamaica's Reggae Boyz,Jamaica's Reggae Boyz | Haiti's Grenadiers | Trinidad and Tobago's Soca Warriors | Cuba's Leones del Caribe,,,Rectified programmatically
34491,Jamaica,easy,Which Caribbean team is among the region's most popular?,Jamaica's Reggae Boyz,Jamaica's Reggae Boyz | Haiti's Grenadiers | Trinidad and Tobago's Soca Warriors | Cuba's Leones del Caribe,,,Rectified programmatically
34494,Jamaica,easy,Which Caribbean team is statistically one of the region's most popular?,Jamaica's Reggae Boyz,Jamaica's Reggae Boyz | Trinidad and Tobago | Costa Rica | Haiti,,,Rectified programmatically
34495,Jamaica,easy,Which Caribbean team is statistically the most popular?,Jamaica's Reggae Boyz,Jamaica's Reggae Boyz | Haiti's Grenadiers | Trinidad and Tobago Soca Warriors | Curaçao's National Team,,,Rectified programmatically
34496,Jamaica,easy,Which Caribbean team was most popular during the 2018 World Cup qualifiers?,Jamaica's Reggae Boyz,Jamaica's Reggae Boyz | Trinidad and Tobago | Haiti's Grenadiers | Costa Rica,,,Rectified programmatically
13014,Chile,easy,Which Chile midfielder earned over 80 caps during their golden era?,Charles Aránguiz,Charles Aránguiz | Arturo Vidal | Gary Medel | Claudio Bravo,,,Rectified programmatically
13062,Chile,easy,Which Chile player may feature at the 2026 World Cup?,Alexis Sánchez,Alexis Sánchez | Ben Brereton Díaz | Arturo Vidal | Claudio Bravo,,,Rectified programmatically
13063,Chile,easy,Which Chile player may still feature at the 2026 FIFA World Cup?,Alexis Sánchez,Alexis Sánchez | Ben Brereton Díaz | Arturo Vidal | Claudio Bravo,,,Rectified programmatically
13112,Chile,easy,Which Chile players starred in both 2010 and 2014 World Cup round of 16s?,Alexis Sánchez and Arturo,Alexis Sánchez and Arturo Vidal | Claudio Bravo and Gary Medel | Eduardo Vargas and Charles Aránguiz | Mauricio Isla and Gonzalo Jara,,,Rectified programmatically
13113,Chile,easy,Which Chile players were in both the 2010 and 2014 FIFA World Cup squads?,Alexis Sánchez and Arturo,Alexis Sánchez and Arturo Vidal | Claudio Bravo and Gary Medel | Charles Aránguiz and Eduardo Vargas | Marcelo Díaz and Mauricio Isla,,,Rectified programmatically
13115,Chile,easy,Which Chile players were key at both the 2010 and 2014 World Cups?,Alexis Sánchez and Arturo,Alexis Sánchez and Arturo Vidal | Gary Medel and Eduardo Vargas | Claudio Bravo and Mauricio Isla | Matías Fernández and Jorge Valdivia,,,Rectified programmatically
