category_id,country,question,answer,options,difficulty,explanation
12,Colombia,Which Colombian squad is described as a generational transition?,The 2026 World Cup,"[""The 2026 World Cup squad"", ""The 2018 World Cup squad"", ""The 2014 World Cup squad"", ""The 1994 World Cup squad""]",hard,The verified data states Colombia's 2026 World Cup squad represents a generational transition.
12,Colombia,Which Colombian stars were key scorers in both 2014 and 2018 World Cup qualifying?,James Rodríguez and Falcao,"[""Luis D\u00edaz and Cuadrado"", ""Mart\u00ednez and Borr\u00e9"", ""Ospina and Zapata""]",easy,The verified data states James Rodríguez and Falcao were key scorers across multiple qualifying campaigns.
12,Colombia,Which Colombian striker was a key scorer in the 2018 World Cup qualifiers?,Radamel Falcao,"[""Luis D\u00edaz"", ""Juan Cuadrado"", ""Duv\u00e1n Zapata""]",easy,"The verified data states Falcao was a key scorer across multiple qualifying campaigns, including the 2018 cycle."
12,Colombia,Which Colombian World Cup squad marks a generational transition?,The 2026 World Cup,"[""The 2026 World Cup squad"", ""The -2014 World Cup squad"", ""The 2018 World Cup squad"", ""The 2022 World Cup squad""]",hard,The provided data states Colombia's 2026 World Cup squad represents a generational transition.
12,Costa Rica,Which CONCACAF goalkeeper won three straight Champions League titles in 2016-2018?,Keylor Navas,"[""Guillermo Ochoa"", ""Tim Howard"", ""Andre Blake""]",easy,Costa Rica's Keylor Navas achieved this feat with Real Madrid.
12,Mexico,Which CONCACAF league attracts South American talent and high attendance?,Liga MX,"[""MLS"", ""Premier League"", ""La Liga""]",easy,Liga MX is the Mexican league known for attracting top talent from South America and having high attendances.
12,Mexico,Which CONCACAF league has high South American talent and attendance?,Liga MX,"[""MLS"", ""Copa MX"", ""Primera Div""]",easy,Liga MX is the Mexican league known for attracting top South American talent and having high attendances.
12,Mexico,Which CONCACAF league has some of the highest attendances in the Americas?,Liga MX,"[""MLS"", ""Brasileir\u00e3o"", ""Argentine Primera""]",easy,The verified fact states Liga MX has some of the highest attendances in the Americas.
12,Mexico,Which CONCACAF league has the highest average attendance in the Americas?,Liga MX,"[""Major League Soccer"", ""Argentine Primera Divisi\u00f3n"", ""Brasileir\u00e3o S\u00e9rie A""]",easy,The verified data states Liga MX has some of the highest attendances in the Americas.
12,Canada,Which CONCACAF nation did NOT qualify for the 2022 World Cup by winning its final match 4-0?,Mexico,"[""Canada"", ""Costa Rica"", ""United States""]",easy,"Canada qualified by beating Jamaica 4-0, while the other three nations did not secure their 2022 berths with a 4-0 final win."
12,USA,Which CONCACAF nation fell to 34th in FIFA rankings after 2018 World Cup qualifying?,United States,"[""Mexico"", ""Costa Rica"", ""Panama""]",medium,The USA dropped to 34th in the FIFA rankings after failing to qualify for the 2018 World Cup.
12,USA,Which CONCACAF nation finished 3rd in 2022 World Cup qualifying?,United States,"[""Mexico"", ""Costa Rica"", ""Canada""]",easy,The USA secured their place at the 2022 FIFA World Cup by finishing third in the final CONCACAF qualifying standings.
12,USA,Which CONCACAF nation reached 13th in the FIFA rankings in 2010?,United States,"[""Mexico"", ""Costa Rica"", ""Canada""]",medium,The USA achieved its highest FIFA ranking of 13th in 2010.
12,USA,Which CONCACAF nation suffered its biggest World Cup qualifying shock in 2018?,United States,"[""Mexico"", ""Canada"", ""Panama""]",easy,The USA's failure to qualify for the 2018 World Cup was described as its biggest shock since 1986.
12,USA,Which CONCACAF nation won its qualifying group for the 2010 World Cup?,United States,"[""Mexico"", ""Costa Rica"", ""Honduras""]",easy,The USA qualified for the 2010 World Cup by winning their CONCACAF qualifying group.
12,USA,Which CONCACAF nation won the 2022-23 Nations League?,United States,"[""Mexico"", ""Canada"", ""Costa Rica""]",easy,The USA won the 2022-23 CONCACAF Nations League.
12,USA,Which CONCACAF nation's 2018 qualifying failure triggered a major soccer federation restructuring?,United States,"[""Costa Rica"", ""Panama"", ""Mexico""]",easy,The USA's failure to qualify for the 2018 World Cup directly led to a complete restructuring of US Soccer.
12,Chile,Which CONMEBOL champion did NOT win consecutive Copa Américas after 2011?,Argentina,"[""Chile"", ""Uruguay"", ""Brazil""]",easy,"Chile is the only nation from the list to have won consecutive Copa Américas (2015, 2016)."
12,Colombia,Which CONMEBOL nation did NOT finish 2nd in qualifying for the 2014 World Cup?,Brazil,"[""Argentina"", ""Colombia"", ""Chile""]",easy,"Colombia finished 2nd in 2014 CONMEBOL qualifying, while Brazil finished 1st."
12,Paraguay,Which CONMEBOL nation did NOT reach a 2010 World Cup quarter-final?,Chile,"[""Paraguay"", ""Argentina"", ""Brazil""]",easy,"Paraguay, Argentina, and Brazil all reached the 2010 quarter-finals, while Chile did not."
12,Chile,Which CONMEBOL nation did NOT win consecutive Copa América titles in 2015 and 2016?,Brazil,"[""Chile"", ""Argentina"", ""Uruguay""]",easy,Chile is the CONMEBOL nation that won back-to-back Copa Américas in 2015 and 2016.
12,Chile,Which CONMEBOL nation did not win consecutive Copa Américas in the 2010s?,Argentina,"[""Uruguay"", ""Brazil"", ""Colombia""]",easy,Chile is the only CONMEBOL nation to win consecutive Copa Américas in the 2010s (2015 & 2016).
12,Chile,Which CONMEBOL nation did not win the Copa América in 2015?,Argentina,"[""Chile"", ""Brazil"", ""Uruguay""]",easy,"Chile won the 2015 Copa América, beating Argentina in the final."
12,Paraguay,Which CONMEBOL nation is NOT a regular Copa América participant?,Venezuela,"[""Argentina"", ""Brazil"", ""Uruguay""]",easy,"Paraguay, Argentina, Brazil, and Uruguay are all regular participants, while Venezuela's participation became more consistent later."
12,Chile,Which CONMEBOL nation qualified for the 2018 FIFA World Cup?,Brazil,"[""Chile"", ""Argentina"", ""Colombia""]",easy,"Chile failed to qualify for the 2018 FIFA World Cup, while Brazil did."
12,Paraguay,Which CONMEBOL nation qualified for the 2018 World Cup?,Peru,"[""Paraguay"", ""Ecuador"", ""Chile""]",easy,"Peru qualified for the 2018 tournament, while Paraguay failed to qualify for the 2014, 2018, and 2022 World Cups."
12,Paraguay,Which CONMEBOL team also reached a quarter-final in the 2010 World Cup?,Argentina,"[""Brazil"", ""Chile"", ""Colombia""]",easy,"Argentina reached the 2010 quarter-final, matching Paraguay's greatest achievement."
12,Ecuador,Which CONMEBOL team did NOT finish in the top four of 2022 World Cup qualifying?,Colombia,"[""Brazil"", ""Argentina"", ""Uruguay""]",easy,"Ecuador finished 4th, while Brazil, Argentina, and Uruguay were the top three qualifiers."
12,Ecuador,Which CONMEBOL team qualified for the 2018 FIFA World Cup?,Brazil,"[""Ecuador"", ""Chile"", ""Peru""]",easy,"Brazil qualified for the 2018 World Cup, while Ecuador failed to qualify."
12,Colombia,Which CONMEBOL team qualified for the 2022 World Cup?,Brazil,"[""Colombia"", ""Chile"", ""Peru""]",easy,"Colombia finished sixth in CONMEBOL qualifying for 2022, missing qualification by one point."
12,Morocco,Which continent did Morocco's 2022 World Cup run NOT captivate?,South America,"[""North America"", ""Europe"", ""Asia""]",easy,"The verified fact states Morocco's run captivated Africa and the Arab world (part of Asia/Africa), not South America."
12,Morocco,Which continent was NOT captivated by Morocco's 2022 World Cup run?,South America,"[""Europe"", ""Africa"", ""Asia""]",easy,"The verified fact states Morocco's run captivated Africa and the Arab world, but not South America."
12,DR Congo,Which continent's club was NOT a FIFA Club World Cup finalist in 2010?,South America,"[""Africa"", ""Europe"", ""Asia""]",easy,"TP Mazembe from DR Congo (Africa) reached the 2010 final, losing to Inter Milan (Europe), while Asian champions Seongnam Ilhwa Chunma were the other semi-finalist."
12,Costa Rica,Which Costa Rica forward was key in their 2014 World Cup run?,Joel Campbell,"[""Bryan Ruiz"", ""Celso Borges"", ""Keylor Navas""]",easy,The verified fact states Joel Campbell was a key forward for Costa Rica at the 2014 World Cup.
12,Costa Rica,Which Costa Rica player's career end is causing a 2026 squad transition?,Keylor Navas,"[""Celso Borges"", ""Joel Campbell"", ""Bryan Ruiz""]",easy,"The verified fact states Keylor Navas is approaching the end of his career, prompting the squad's transition."
12,Costa Rica,Which Costa Rican forward captained the team at the 2014 FIFA World Cup?,Bryan Ruiz,"[""Joel Campbell"", ""Celso Borges"", ""Keylor Navas""]",easy,The verified data states Bryan Ruiz captained Costa Rica at the 2014 World Cup.
12,Costa Rica,"Which Costa Rican forward, with over 100 caps, was a key starter at the 2014 World Cup?",Joel Campbell,"[""Bryan Ruiz"", ""Celso Borges"", ""Keylor Navas""]",easy,The verified reference data states Joel Campbell was a key forward for Costa Rica at the 2014 World Cup.
12,Costa Rica,"Which Costa Rican forward, with over 120 caps, captained them at the 2014 World Cup?",Bryan Ruiz,"[""Joel Campbell"", ""Celso Borges"", ""Keylor Navas""]",easy,Bryan Ruiz is the forward from the verified data who has over 120 caps and captained Costa Rica at the 2014 World Cup.
12,Costa Rica,Which Costa Rican goalkeeper is approaching the end of his career?,Keylor Navas,"[""Patrick Pemberton"", ""Daniel Cambronero"", ""Luis Gabelo Conejo""]",easy,Keylor Navas is the Costa Rican goalkeeper mentioned in the verified squad information.
12,Costa Rica,Which Costa Rican veteran is being succeeded by a new generation?,Keylor Navas,"[""Celso Borges"", ""Bryan Ruiz"", ""Joel Campbell""]",easy,The reference data states Keylor Navas is approaching the end of his career as the squad transitions.
12,Austria,Which country co-hosted Euro 2008 with Austria?,Switzerland,"[""Germany"", ""Poland"", ""Hungary""]",easy,The verified fact states Austria co-hosted Euro 2008 with Switzerland.
12,Croatia,"Which Croatia achievement occurred in 2023, not at a Euro?",Won the UEFA Nations,"[""Won the UEFA Nations League"", ""Reached the World Cup final"", ""Qualified for the UEFA Euro"", ""Finished third at the World Cup""]",easy,"Croatia won the 2022-23 UEFA Nations League, while the other options describe their performances at various UEFA European Championship tournaments."
12,Croatia,Which Croatia defender's breakthrough came at the 2022 World Cup?,Joško Gvardiol,"[""Dejan Lovren"", ""Domagoj Vida"", ""Mario Mand\u017euki\u0107""]",easy,The reference data states Joško Gvardiol emerged as one of the world's best young defenders at the 2022 World Cup.
12,Croatia,Which Croatia forward debuted for the national team in 2014?,Andrej Kramarić,"[""Mario Mand\u017euki\u0107"", ""Ivan Peri\u0161i\u0107"", ""Mislav Or\u0161i\u0107""]",easy,The reference data states Andrej Kramarić has been a key forward from 2014 onwards.
12,Croatia,Which Croatia forward was a key attacker from 2014 through the 2022 World Cup?,Andrej Kramarić,"[""Ivan Peri\u0161i\u0107"", ""Mario Mand\u017euki\u0107"", ""Mislav Or\u0161i\u0107""]",easy,The reference data states Andrej Kramarić was a key forward for Croatia from 2014 onwards.
12,Croatia,Which Croatia manager led them at Euro 2008 and 2010 World Cup qualifiers?,Slaven Bilić,"[""Zlatko Dali\u0107"", ""Niko Kova\u010d"", ""Ante \u010ca\u010di\u0107""]",easy,The verified data states Slaven Bilić managed Croatia at Euro 2008 and the 2010 World Cup qualifying campaign.
12,Croatia,Which Croatia manager was in charge during their Euro 2016 campaign?,Ante Čačić,"[""Slaven Bili\u0107"", ""Niko Kova\u010d"", ""Zlatko Dali\u0107""]",easy,"Ante Čačić managed Croatia at Euro 2016, as verified in the reference data."
12,Croatia,Which Croatia manager's tenure spanned from 2013 to 2015?,Niko Kovač,"[""Slaven Bili\u0107"", ""Ante \u010ca\u010di\u0107"", ""Zlatko Dali\u0107""]",easy,The verified data states Niko Kovač managed Croatia from 2013 to 2015.
12,Croatia,Which Croatia manager's World Cup system was built around Modrić's midfield control?,Zlatko Dalić,"[""Slaven Bili\u0107"", ""Niko Kova\u010d"", ""Ante \u010ca\u010di\u0107""]",easy,The verified data states Dalić's preferred system is a 4-3-3 built around Modrić's passing and midfield control.
12,Croatia,Which Croatia midfielder had over 90 caps by the 2022 World Cup?,Mateo Kovačić,"[""Ivan Rakiti\u0107"", ""Marcelo Brozovi\u0107"", ""Andrej Kramari\u0107""]",easy,The reference data states Mateo Kovačić had over 90 caps and was a key midfielder across the 2018 and 2022 World Cups.
12,Croatia,Which Croatia midfielder was central to Dalić's 4-3-3 system at the 2022 World Cup?,Luka Modrić,"[""Mateo Kova\u010di\u0107"", ""Marcelo Brozovi\u0107"", ""Ivan Rakiti\u0107""]",easy,The verified fact states Dalić's 4-3-3 system was built around Modrić's passing and midfield control.
12,Croatia,Which Croatia player is central to Dalić's 4-3-3 system at the 2018 World Cup?,Luka Modrić,"[""Ivan Rakiti\u0107"", ""Marcelo Brozovi\u0107"", ""Mateo Kova\u010di\u0107""]",easy,The reference data states Dalić's 4-3-3 system is built around Modrić's passing and midfield control.
12,Croatia,Which Croatia player provides veteran experience in their balanced 2022 World Cup squad?,Luka Modrić,"[""Jo\u0161ko Gvardiol"", ""Mateo Kova\u010di\u0107"", ""Lovro Majer""]",easy,The reference data states Croatia's squad combines veteran experience from Modrić with emerging talent.
12,Croatia,Which Croatia player scored key goals in 2018 World Cup qualifying?,Andrej Kramarić,"[""Ivan Peri\u0161i\u0107"", ""Mario Mand\u017euki\u0107"", ""Luka Modri\u0107""]",easy,The verified data lists Kramarić as a key goal contributor in Croatia's qualifying campaigns.
12,Croatia,Which Croatia players were key goal contributors in 2018 World Cup qualifying?,Modrić and Kramarić,"[""Rakiti\u0107 and Peri\u0161i\u0107"", ""Mand\u017euki\u0107 and Vida"", ""Kova\u010di\u0107 and Brozovi\u0107""]",easy,The verified data states Modrić and Kramarić were key goal contributors in Croatia's qualifying campaigns.
12,Croatia,Which Croatian attacker provided key goals in their 2022 World Cup campaign?,Andrej Kramarić,"[""Ivan Peri\u0161i\u0107"", ""Mario Mand\u017euki\u0107"", ""Marko Livaja""]",easy,The verified data states Andrej Kramarić provides goals and experience in attack for Croatia.
12,Croatia,Which Croatian centre-back was key at the 2018 FIFA World Cup?,Dejan Lovren,"[""Domagoj Vida"", ""Jo\u0161ko Gvardiol"", ""Dejan Stankovi\u0107""]",easy,"Dejan Lovren was a key centre-back for Croatia at the 2018 World Cup, as per the verified reference data."
12,Croatia,Which Croatian defender is the present and future cornerstone for the 2026 World Cup cycle?,Joško Gvardiol,"[""Dejan Lovren"", ""Domagoj Vida"", ""Martin Erli\u0107""]",easy,The verified data states Joško Gvardiol is the defensive cornerstone for Croatia's present and future.
12,Croatia,Which Croatian defender is the squad's cornerstone for the 2026 World Cup cycle?,Joško Gvardiol,"[""Jo\u0161ko \u0160imunovi\u0107"", ""Dejan Lovren"", ""Domagoj Vida""]",easy,The verified data states Joško Gvardiol is the defensive cornerstone for Croatia's present and future.
12,Croatia,Which Croatian duo scored key goals in 2018 and 2022 World Cup qualifiers?,Modrić and Kramarić,"[""Modri\u0107 and Peri\u0161i\u0107"", ""Kova\u010di\u0107 and Kramari\u0107"", ""Rakiti\u0107 and Mand\u017euki\u0107""]",easy,The verified fact states Modrić and Kramarić were key goal contributors in Croatia's qualifying campaigns.
12,Croatia,Which Croatian duo were key goal contributors in World Cup qualifying before the 2022 tournament?,Modrić and Kramarić,"[""Rakiti\u0107 and Peri\u0161i\u0107"", ""Kova\u010di\u0107 and Brozovi\u0107"", ""Mand\u017euki\u0107 and Vida""]",easy,The verified fact states Modrić and Kramarić were key goal contributors in Croatia's qualifying campaigns.
12,Croatia,Which Croatian forward has scored over 20 international goals since 2014?,Andrej Kramarić,"[""Ivan Peri\u0161i\u0107"", ""Mario Mand\u017euki\u0107"", ""Mislav Or\u0161i\u0107""]",easy,The verified data lists Andrej Kramarić as a key forward from 2014 onwards with over 20 goals.
12,Croatia,Which Croatian forward provided vital goals and experience in attack during the 2022 World Cup?,Andrej Kramarić,"[""Ante Rebi\u0107"", ""Ivan Peri\u0161i\u0107"", ""Marko Livaja""]",easy,The verified data states Andrej Kramarić provides goals and experience in attack for Croatia.
12,Croatia,"Which Croatian forward, alongside veteran Luka Modrić, provided attacking experience at the 2022 World Cup?",Andrej Kramarić,"[""Ivan Peri\u0161i\u0107"", ""Mario Mand\u017euki\u0107"", ""Bruno Petkovi\u0107""]",easy,The verified data states Andrej Kramarić provides goals and experience in attack for Croatia.
12,Croatia,Which Croatian midfielder had over 90 caps and played key roles in both the 2018 and 2022 World Cups?,Mateo Kovačić,"[""Ivan Rakiti\u0107"", ""Marcelo Brozovi\u0107"", ""Luka Modri\u0107""]",easy,The verified fact states Mateo Kovačić has over 90 caps and was a key midfielder across both tournaments.
12,Croatia,Which Croatian midfielder plays for Manchester City at the 2026 World Cup?,Mateo Kovačić,"[""Luka Modri\u0107"", ""Jo\u0161ko Gvardiol"", ""Lovro Majer""]",easy,"Mateo Kovačić plays for Manchester City, as stated in the verified squad information."
12,Croatia,Which Croatian midfielder provides experience and quality for the 2022 World Cup squad?,Mateo Kovačić,"[""Luka Modri\u0107"", ""Lovro Majer"", ""Marcelo Brozovi\u0107""]",easy,The verified fact states Mateo Kovačić provides experience and quality in midfield for Croatia.
12,Croatia,Which Croatian midfielder was part of the 'next generation' alongside Gvardiol for the 2026 World Cup cycle?,Lovro Majer,"[""Mateo Kova\u010di\u0107"", ""Luka Modri\u0107"", ""Andrej Kramari\u0107""]",easy,"The verified data states Lovro Majer is part of the next generation of Croatian midfielders, alongside defender Joško Gvardiol."
12,Croatia,Which Croatian player at Euro 2024 represents the squad's emerging defensive talent?,Joško Gvardiol,"[""Luka Modri\u0107"", ""Ivan Peri\u0161i\u0107"", ""Mateo Kova\u010di\u0107""]",easy,"The reference data lists Gvardiol as the defensive cornerstone for the present and future, part of the emerging talent."
12,Croatia,Which Croatian player was a key goal contributor in 2018 World Cup qualifying?,Andrej Kramarić,"[""Ivan Rakiti\u0107"", ""Mario Mand\u017euki\u0107"", ""Ivan Peri\u0161i\u0107""]",easy,The verified data states Kramarić was a key goal contributor in Croatia's qualifying campaigns.
12,Croatia,Which Croatian players' goals were crucial in their 2018 World Cup qualification?,Modrić and Kramarić,"[""Rakiti\u0107 and Peri\u0161i\u0107"", ""Mand\u017euki\u0107 and Brozovi\u0107"", ""Kova\u010di\u0107 and Vla\u0161i\u0107""]",medium,The verified data states Modrić and Kramarić were key goal contributors in qualifying campaigns.
12,Croatia,Which Croatian players scored key goals in 2018 World Cup qualifying?,Modrić and Kramarić,"[""Rakiti\u0107 and Peri\u0161i\u0107"", ""Kova\u010di\u0107 and Brozovi\u0107"", ""Mand\u017euki\u0107 and Vida""]",easy,The verified data states Modrić and Kramarić were key goal contributors in qualifying campaigns.
12,Croatia,Which Croatian players were key goal scorers in World Cup qualifying campaigns?,Modrić and Kramarić,"[""Peri\u0161i\u0107 and Vla\u0161i\u0107"", ""Brozovi\u0107 and Livakovi\u0107"", ""Kova\u010di\u0107 and Sosa""]",easy,The verified data states Modrić and Kramarić were key goal contributors in Croatia's qualifying campaigns.
12,Croatia,Which Croatian players were key scorers in 2018 and 2022 World Cup qualifiers?,Modrić and Kramarić,"[""Rakiti\u0107 and Peri\u0161i\u0107"", ""Mand\u017euki\u0107 and Vida"", ""Kova\u010di\u0107 and Brozovi\u0107""]",easy,The verified data states Modrić and Kramarić were key goal contributors in qualifying campaigns.
12,Croatia,"Which Croatian stadium's capacity of 35,123 was used for a 2022 World Cup qualifier?","Stadion Maksimir, Zagreb","[""Stadion Poljud,  Split"", ""Stadion Rujevica, Rijeka"", ""Stadion Aldo Drosina, Pula""]",medium,"Stadion Maksimir in Zagreb is Croatia's primary home venue with a capacity of approximately 35,123."
12,Croatia,Which Croatian veteran from the 2022 World Cup squad was over 35 years old?,Luka Modrić,"[""Jo\u0161ko Gvardiol"", ""Lovro Majer"", ""Dominik Livakovi\u0107""]",easy,"The verified data lists Modrić as a veteran captain aged 39-40, while the other options are younger players."
12,Denmark,Which Danish forward was key to their 2018 World Cup campaign?,Yussuf Poulsen,"[""Martin Braithwaite"", ""Mikkel Damsgaard"", ""Rasmus H\u00f8jlund""]",easy,Yussuf Poulsen is the verified key forward for Denmark at the 2018 World Cup.
12,Denmark,Which Danish midfielder anchors the 2026 World Cup cycle with leadership?,Pierre-Emile Højbjerg,"[""Christian Eriksen"", ""Andreas Christensen"", ""Kasper Schmeichel""]",easy,The verified reference data states that Pierre-Emile Højbjerg provides midfield quality and leadership for Denmark.
12,Denmark,Which Danish midfielder had over 80 caps and was key at the 2022 World Cup?,Pierre-Emile Højbjerg,"[""Christian Eriksen"", ""Simon Kj\u00e6r"", ""Yussuf Poulsen""]",easy,The verified data states Pierre-Emile Højbjerg has over 80 caps and was a key midfielder at the 2022 World Cup.
12,Denmark,Which Danish midfielder had over 80 caps by Euro 2024?,Pierre-Emile Højbjerg,"[""Christian Eriksen"", ""Simon Kj\u00e6r"", ""Yussuf Poulsen""]",easy,The verified data states Pierre-Emile Højbjerg has over 80 caps.
12,Denmark,Which Danish midfielder had over 80 caps by the 2024 Euros?,Pierre-Emile Højbjerg,"[""Christian Eriksen"", ""Simon Kj\u00e6r"", ""Yussuf Poulsen""]",easy,The verified data states Pierre-Emile Højbjerg has over 80 caps.
12,Denmark,Which Danish midfielder is key for leadership in the 2026 World Cup cycle?,Pierre-Emile Højbjerg,"[""Christian Eriksen"", ""Thomas Delaney"", ""Mathias Jensen""]",easy,Pierre-Emile Højbjerg is noted in the verified data for providing midfield quality and leadership for Denmark.
12,Denmark,Which Danish playoff win secured their 2018 World Cup spot?,5-1 vs Republic of,"[""5-1 vs Republic of Ireland"", ""3-0 vs Sweden"", ""2-0 vs Ukraine"", ""4-2 vs Bosnia""]",medium,Denmark beat the Republic of Ireland 5-1 on aggregate in the UEFA playoff to qualify for the 2018 World Cup.
12,Denmark,Which Danish striker is being groomed for the 2026 World Cup cycle?,Rasmus Højlund,"[""Yussuf Poulsen"", ""Martin Braithwaite"", ""Mikkel Damsgaard""]",easy,The reference data identifies Rasmus Højlund as the emerging striker for Denmark's 2026 cycle.
12,Denmark,Which Danish striker is targeted for the 2026 World Cup cycle?,Rasmus Højlund,"[""Yussuf Poulsen"", ""Martin Braithwaite"", ""Mikkel Damsgaard""]",easy,Rasmus Højlund is identified in the reference data as the emerging striker for Denmark's 2026 cycle.
12,Denmark,Which Danish striker is the primary forward for the 2026 World Cup cycle?,Rasmus Højlund,"[""Christian Eriksen"", ""Yussuf Poulsen"", ""Kasper Dolberg""]",easy,The verified data states Rasmus Højlund is the primary striker for Denmark's 2026 cycle.
12,Denmark,Which Danish Superliga club is NOT a top featured team in the league?,Aarhus GF,"[""FC Copenhagen"", ""Br\u00f8ndby"", ""Midtjylland""]",easy,"The verified fact lists Copenhagen, Brøndby, and Midtjylland as the featured top clubs, not Aarhus GF."
12,Denmark,Which Denmark centre-back had over 60 caps by 2024?,Andreas Christensen,"[""Simon Kj\u00e6r"", ""Jannik Vestergaard"", ""Victor Nelsson""]",easy,The verified data states Andreas Christensen has over 60 caps for Denmark.
12,Denmark,Which Denmark defender anchored their defence for the 2026 World Cup cycle?,Andreas Christensen,"[""Simon Kj\u00e6r"", ""Jannik Vestergaard"", ""Victor Nelsson""]",easy,The verified data states Andreas Christensen anchors Denmark's defence for the 2026 cycle.
12,Denmark,Which Denmark defender anchors the back line for Barcelona?,Andreas Christensen,"[""Jannik Vestergaard"", ""Simon Kj\u00e6r"", ""Joachim Andersen""]",easy,The verified data states Andreas Christensen anchors the defence for Denmark.
12,Denmark,Which Denmark defender anchors their 2026 World Cup defence?,Andreas Christensen,"[""Simon Kj\u00e6r"", ""Jannik Vestergaard"", ""Joachim Andersen""]",easy,The reference data states Andreas Christensen anchors the defence.
12,Denmark,Which Denmark defender from Barcelona anchors their defence for the 2026 World Cup cycle?,Andreas Christensen,"[""Jannik Vestergaard"", ""Simon Kj\u00e6r"", ""Joachim Andersen""]",easy,The verified fact states Andreas Christensen from Barcelona anchors the defence.
12,Denmark,Which Denmark forward had over 70 caps and was key at the 2018 FIFA World Cup?,Yussuf Poulsen,"[""Martin Braithwaite"", ""Mikkel Damsgaard"", ""Rasmus H\u00f8jlund""]",easy,The verified data states Yussuf Poulsen has over 70 caps and was a key forward at the 2018 World Cup.
12,Denmark,Which Denmark forward had over 70 caps by the 2018 World Cup?,Yussuf Poulsen,"[""Martin Braithwaite"", ""Mikkel Damsgaard"", ""Joakim M\u00e6hle""]",easy,The verified data states Yussuf Poulsen had over 70 caps and was a key forward at the 2018 World Cup.
12,Denmark,Which Denmark forward was a key starter at Euro 2020?,Martin Braithwaite,"[""Yussuf Poulsen"", ""Mikkel Damsgaard"", ""Joakim M\u00e6hle""]",easy,The verified data lists Martin Braithwaite as a key forward for Denmark at Euro 2020.
12,Denmark,Which Denmark midfielder brings leadership and quality to their 2026 World Cup squad?,Pierre-Emile Højbjerg,"[""Christian Eriksen"", ""Thomas Delaney"", ""Mathias Jensen""]",easy,The verified data states Pierre-Emile Højbjerg provides midfield quality and leadership for Denmark.
12,Denmark,Which Denmark midfielder had over 80 caps by Euro 2024 after being key at the 2022 World Cup?,Pierre-Emile Højbjerg,"[""Christian Eriksen"", ""Simon Kj\u00e6r"", ""Yussuf Poulsen""]",easy,The verified data states Pierre-Emile Højbjerg had over 80 caps and was a key midfielder at both the 2022 World Cup and Euro 2024.
12,Denmark,Which Denmark midfielder is described as providing quality and leadership in their 2026 World Cup squad?,Pierre-Emile Højbjerg,"[""Christian Eriksen"", ""Andreas Christensen"", ""Kasper Schmeichel""]",easy,The verified reference data states Pierre-Emile Højbjerg provides midfield quality and leadership for Denmark.
12,Denmark,Which Denmark midfielder was a key starter at the 2022 FIFA World Cup?,Pierre-Emile Højbjerg,"[""Christian Eriksen"", ""Thomas Delaney"", ""Mathias Jensen""]",easy,"Pierre-Emile Højbjerg was a key midfielder for Denmark at the 2022 World Cup, as per the verified data."
12,Denmark,Which Denmark player anchors their defence at the 2026 FIFA World Cup?,Andreas Christensen,"[""Simon Kj\u00e6r"", ""Jannik Vestergaard"", ""Joachim Andersen""]",easy,The verified data states Andreas Christensen anchors the defence.
12,Denmark,Which Denmark player became the primary striker for the 2026 World Cup cycle?,Rasmus Højlund,"[""Christian Eriksen"", ""Kasper Schmeichel"", ""Andreas Christensen""]",easy,The verified data states Rasmus Højlund is the primary striker for the 2026 cycle.
12,Denmark,"Which Denmark player for the 2026 World Cup cycle features in the Premier League, La Liga, and Bundesliga?",Denmark's squad,"[""Christian Eriksen"", ""Joachim Andersen"", ""Rasmus H\u00f8jlund""]",easy,The verified fact states that Denmark's squad features players from these three major European leagues.
12,Denmark,Which Denmark player had over 130 caps and 40 goals before the 2022 World Cup?,Christian Eriksen,"[""Simon Kj\u00e6r"", ""Kasper Schmeichel"", ""Yussuf Poulsen""]",easy,The verified data states Christian Eriksen has over 130 caps and 40+ goals for Denmark.
12,Denmark,Which Denmark player has scored over 40 international goals?,Christian Eriksen,"[""Simon Kj\u00e6r"", ""Kasper Schmeichel"", ""Yussuf Poulsen""]",easy,Christian Eriksen has scored over 40 goals for Denmark according to the verified reference data.
12,Denmark,Which Denmark player is their creative hub for the 2026 FIFA World Cup cycle?,Christian Eriksen,"[""Pierre-Emile H\u00f8jbjerg"", ""Andreas Christensen"", ""Kasper Schmeichel""]",easy,The reference data states Christian Eriksen remains Denmark's creative hub.
12,Denmark,Which Denmark player provides midfield quality and leadership for the 2026 World Cup cycle?,Pierre-Emile Højbjerg,"[""Christian Eriksen"", ""Andreas Christensen"", ""Kasper Schmeichel""]",easy,The verified reference data states Pierre-Emile Højbjerg provides midfield quality and leadership.
12,Denmark,"Which Denmark player scored a Euro 2020 free kick, not a World Cup goal?",Mikkel Damsgaard,"[""Yussuf Poulsen"", ""Martin Braithwaite"", ""Joakim M\u00e6hle""]",easy,The reference data states Mikkel Damsgaard scored a spectacular free kick against England at Euro 2020.
12,Denmark,Which Denmark player scored multiple goals at Euro 2020?,Joakim Mæhle,"[""Christian Eriksen"", ""Martin Braithwaite"", ""Yussuf Poulsen""]",easy,The verified data states Joakim Mæhle was a key wing-back at Euro 2020 with multiple goals.
