cluster,country,question,answer
1067,Croatia,Which Croatia manager leads their 2026 World Cup qualifying campaign?,Zlatko Dalić
1068,Croatia,"Since 2010, which Croatian club has most often reached the Champions League group stage?",Dinamo Zagreb
1068,Croatia,Which Croatian club has competed in the Champions League group stage most often since 2010?,Dinamo Zagreb
1069,Croatia,Which nation did Croatia beat in a playoff to reach the 2018 World Cup?,Greece
1069,Croatia,Which nation did Croatia face in a UEFA playoff to reach the 2018 World Cup?,Greece
1070,Croatia,Which Croatia player scored the 2018 semi-final winner against England?,Mario Mandžukić
1070,Croatia,Which Croatian player scored the 2018 semi-final winner against England?,Mario Mandžukić
1071,Croatia,In which Euro tournament was Croatia eliminated in the group stage?,Euro 2012
1071,Croatia,Which Euro tournament saw Croatia eliminated in the group stage?,Euro 2012
1072,Croatia,Which Croatian center-back partnered Dejan Lovren at the 2018 World Cup?,Domagoj Vida
1072,Croatia,Which Croatian centre-back partnered Dejan Lovren at the 2018 World Cup?,Domagoj Vida
1073,Croatia,When did Croatia's Danijel Subašić save three penalties against Denmark?,2018 World Cup
1073,Croatia,When did Croatia's Danijel Subašić save three penalties?,2018 World Cup
1074,Croatia,Which Croatia player anchored the midfield at the 2018 and 2022 World Cups?,Marcelo Brozović
1074,Croatia,Which Croatian player anchored the midfield at the 2018 and 2022 World Cups?,Marcelo Brozović
1075,Croatia,Which Croatian stadium hosts occasional World Cup qualifiers in Rijeka?,Stadion Rujevica
1075,Croatia,Which stadium in Rijeka hosts Croatia's occasional World Cup qualifiers?,Stadion Rujevica
1076,Croatia,Which Croatian goalkeeper was a 2022 World Cup standout with penalty saves?,Dominik Livaković
1076,Croatia,Which Croatian goalkeeper was a standout at the 2022 World Cup with multiple penalty saves?,Dominik Livaković
1077,Croatia,Which nation beat Croatia in the Euro 2016 round of 16?,Portugal
1077,Croatia,Which nation eliminated Croatia in the Euro 2016 round of 16?,Portugal
1077,Croatia,Which team eliminated Croatia in the Euro 2016 round of 16?,Portugal
1078,Croatia,Which Croatia player won the Golden Ball at the 2018 FIFA World Cup?,Luka Modrić
1078,Croatia,Which Croatian player won the Golden Ball at the 2018 FIFA World Cup?,Luka Modrić
1079,Croatia,"At the 2018 World Cup, which Croatian player won the Ballon d'Or?",Luka Modrić
1079,Croatia,Which Croatia player won the Ballon d'Or after the 2018 World Cup?,Luka Modrić
1079,Croatia,Which Croatian player won the Ballon d'Or after the 2018 World Cup?,Luka Modrić
1080,Croatia,Which nation beat Croatia 1-0 after extra time at Euro 2016?,Portugal
1080,Croatia,Which team beat Croatia 1-0 after extra time at Euro 2016?,Portugal
1080,Croatia,Which team eliminated Croatia 1-0 after extra time at Euro 2016?,Portugal
1081,Croatia,Which Croatia manager is leading the 2026 FIFA World Cup campaign?,Zlatko Dalić
1081,Croatia,Which Croatia manager is leading their 2026 FIFA World Cup campaign?,Zlatko Dalić
1081,Croatia,Which Croatia manager is leading their 2026 World Cup qualifying campaign?,Zlatko Dalić
1082,Croatia,Which Croatia attacker provided goals and experience at the 2022 World Cup?,Andrej Kramarić
1082,Croatia,Which Croatia attacker provided goals and experience in the 2022 World Cup?,Andrej Kramarić
1083,Croatia,Which Croatian goalkeeper was first-choice at the 2022 FIFA World Cup?,Dominik Livaković
1083,Croatia,Which Croatian was the first-choice goalkeeper for the 2022 FIFA World Cup?,Dominik Livaković
1084,Croatia,Which nation won Croatia's 2018 World Cup qualifying group?,Iceland
1084,Croatia,Which team topped Croatia's 2018 World Cup qualifying group?,Iceland
1084,Croatia,Which team won Croatia's 2018 World Cup qualifying group?,Iceland
1085,Croatia,Which Croatia manager led their 2026 World Cup qualification?,Zlatko Dalić
1085,Croatia,Which Croatia manager secured their 2026 World Cup qualification?,Zlatko Dalić
1085,Croatia,Which manager guided Croatia to 2026 World Cup qualification?,Zlatko Dalić
1085,Croatia,Which manager led Croatia to 2026 World Cup qualification?,Zlatko Dalić
1086,Croatia,Which Croatia defender emerged as a world-class talent at the 2022 FIFA World Cup?,Joško Gvardiol
1086,Croatia,Which Croatian defender emerged as a top young talent at the 2022 World Cup?,Joško Gvardiol
1086,Croatia,Which Croatian defender emerged as a world-class talent at the 2022 World Cup?,Joško Gvardiol
1087,Croatia,Which Croatia midfielder won the 2018 World Cup Golden Ball?,Luka Modrić
1087,Croatia,Which Croatian midfielder won the 2018 World Cup Golden Ball?,Luka Modrić
1088,Croatia,Which veteran Croatian midfielder captained the team at the 2022 World Cup in Qatar?,Luka Modrić
1088,Croatia,Which veteran Croatian midfielder captained the team at the 2022 World Cup?,Luka Modrić
1089,Croatia,Which Croatia goalkeeper saved three penalties in a 2018 World Cup shootout?,Danijel Subašić
1089,Croatia,Which Croatian goalkeeper saved three penalties in a 2018 World Cup shootout win against Denmark?,Danijel Subašić
1089,Croatia,Which Croatian goalkeeper saved three penalties in a 2018 World Cup shootout?,Danijel Subašić
1090,Croatia,Which Croatia goalkeeper saved 4 penalties at the 2022 World Cup?,Dominik Livaković
1090,Croatia,Which Croatia player saved 4 penalties at the 2022 World Cup?,Dominik Livaković
1090,Croatia,Which Croatian goalkeeper saved 4 penalties at the 2022 World Cup?,Dominik Livaković
1091,Croatia,Which nation did Croatia beat 2-1 in extra time at the 2018 World Cup semi-final?,England
1091,Croatia,Which team did Croatia beat 2-1 in extra time in the 2018 World Cup semi-final?,England
1092,Croatia,Which Croatia player scored a spectacular goal against Spain at Euro 2020?,Mislav Oršić
1092,Croatia,Which Croatian player scored a spectacular goal against Spain at Euro 2020?,Mislav Oršić
1093,Croatia,Which Croatian was the starting goalkeeper at the 2022 World Cup?,Dominik Livaković
1093,Croatia,Which Croatian was the starting goalkeeper in the 2022 World Cup?,Dominik Livaković
1094,Croatia,Which Croatia manager was in charge from 2013 to 2015?,Niko Kovač
1094,Croatia,Which Croatian manager was in charge from 2013 to 2015?,Niko Kovač
1095,Croatia,Which Croatia defender scored in their 2022 World Cup third-place win?,Joško Gvardiol
1095,Croatia,Which Croatia player scored in their 2022 World Cup third-place win?,Joško Gvardiol
1096,Croatia,Which Croatian goalkeeper saved three penalties against Denmark at the 2018 World Cup?,Danijel Subašić
1096,Croatia,Which Croatian goalkeeper saved three penalties at the 2018 World Cup?,Danijel Subašić
1096,Croatia,Which Croatian keeper saved three penalties at the 2018 World Cup?,Danijel Subašić
1097,Croatia,Which nation beat Croatia on penalties in the Euro 2008 quarter-finals?,Türkiye
1097,Croatia,Which team beat Croatia on penalties in the Euro 2008 quarter-finals?,Türkiye
1098,Croatia,What was Croatia's exact scoreline against Argentina in the 2018 World Cup group stage?,3-0
1098,Croatia,What was Croatia's scoreline vs Argentina in the 2018 World Cup group stage?,3-0
1099,Croatia,Which Croatia player scored spectacularly against Spain at Euro 2020?,Mislav Oršić
1099,Croatia,Which Croatia player scored spectacularly vs Spain at Euro 2020?,Mislav Oršić
1100,Croatia,Which nation did Croatia beat 2-1 in the 2022 World Cup third-place match?,Morocco
1100,Croatia,Which nation did Croatia beat 2-1 in the 2022 World Cup third-place play-off?,Morocco
1101,Croatia,Which Croatia veteran played at the 2022 FIFA World Cup?,Luka Modrić
1101,Croatia,Which Croatian veteran played at the 2022 FIFA World Cup?,Luka Modrić
1102,Croatia,Which team eliminated Croatia after extra time at Euro 2016?,Portugal
1102,Croatia,Which team eliminated Croatia in extra time at Euro 2016?,Portugal
1103,Croatia,Which Croatia player provided crucial goals and experience in attack for the 2022 World Cup?,Andrej Kramarić
1103,Croatia,Which Croatia player provided goals and experience in attack at the 2022 World Cup?,Andrej Kramarić
1104,Croatia,"For 2018 World Cup qualifying, Croatia finished second behind which UEFA nation?",Iceland
1104,Croatia,"In 2018 World Cup qualifying, Croatia finished second behind which UEFA nation?",Iceland
1105,Czechia,Which nation eliminated Czechia in the 2022 FIFA World Cup qualification play-offs?,Sweden
1105,Czechia,Which nation eliminated Czechia in the 2022 World Cup play-offs?,Sweden
1106,Czechia,Which Czechia goalkeeper holds the national record for most international clean sheets?,Petr ÄŒech
1106,Czechia,Which Czechia goalkeeper holds their national record for most international clean sheets?,Petr ÄŒech
1107,Czechia,Which nation beat Czechia 1-0 in extra time in the 2022 World Cup play-off semi-finals?,Sweden
1107,Czechia,Which nation beat Czechia 1-0 in extra time in the 2022 World Cup play-off semis?,Sweden
1108,Czechia,Which nation did Czechia beat 3-0 to secure Euro 2024 qualification?,Moldova
1108,Czechia,Which nation did Czechia defeat 3-0 to secure Euro 2024 qualification?,Moldova
1109,Czechia,Which Czechia player scored a 2022 World Cup qualifier goal against Estonia?,Patrik Schick
1109,Czechia,Which Czechia player scored a 2022 World Cup qualifying goal against Estonia?,Patrik Schick
1110,Czechia,Which Czechia player is their all-time top scorer with 55 goals?,Jan Koller
1110,Czechia,Which Czechia striker is their all-time top scorer with 55 goals?,Jan Koller
1111,Czechia,Which Czechia manager reached the Euro 2012 quarter-finals amid heavy criticism?,Michal Bílek
1111,Czechia,Which Czechia manager reached the Euro 2012 quarter-finals despite heavy criticism?,Michal Bílek
1111,Czechia,Which Czechia manager reached the Euro 2012 quarter-finals under heavy criticism?,Michal Bílek
1112,Czechia,Which Czechia player scored a 50-yard goal at Euro 2020?,Patrik Schick
1112,Czechia,Which Czechia striker scored a 50-yard goal against Scotland at Euro 2020?,Patrik Schick
1112,Czechia,Which Czechia striker scored a 50-yard goal at Euro 2020?,Patrik Schick
1113,Czechia,Which Czechia manager used a fluid 4-4-2 diamond during 2006 World Cup qualifying?,Karel Brückner
1113,Czechia,Which Czechia manager used a fluid 4-4-2 diamond system during the 2006 World Cup?,Karel Brückner
1114,Czechia,Which Czechia manager was appointed in early 2024 for 2026 World Cup qualification?,Ivan HaÅ¡ek
1114,Czechia,Which Czechia manager was appointed in early 2024 for the 2026 World Cup qualifiers?,Ivan HaÅ¡ek
1115,Czechia,Which Czechia player was joint-top scorer at UEFA Euro 2020?,Patrik Schick
1115,Czechia,Which Czechia striker was joint-top scorer at UEFA Euro 2020?,Patrik Schick
1116,Czechia,Which Czechia player's 2020 Euros strike won Goal of the Tournament?,Patrik Schick
1116,Czechia,Which Czechia player's Euro 2020 strike won Goal of the Tournament?,Patrik Schick
1117,Czechia,Which Czechia manager was appointed in 2024 to lead 2026 World Cup qualifiers?,Ivan HaÅ¡ek
1117,Czechia,Which Czechia manager was appointed in 2024 to lead the 2026 World Cup qualification?,Ivan HaÅ¡ek
1118,Czechia,Which team finished ahead of Czechia in Euro 2020 qualifying?,England
1118,Czechia,Which team finished ahead of Czechia in their Euro 2020 qualifying group?,England
1119,Czechia,Which Czechia captain led the team at the 2022 World Cup qualifiers?,Tomáš Souček
1119,Czechia,Which Czechia captain led the team during the 2022 World Cup qualifiers?,Tomáš Souček
1120,Czechia,Which Czechia manager was appointed in 2024 for Euro 2024 and 2026 World Cup qualifiers?,Ivan HaÅ¡ek
1120,Czechia,Which Czechia manager was appointed in early 2024 for Euro 2024 and 2026 World Cup qualifying?,Ivan HaÅ¡ek
1121,Czechia,Which Czechia striker scored 55 goals in 91 international caps?,Jan Koller
1121,Czechia,Which Czechia striker scored 55 goals in 91 international matches?,Jan Koller
1122,Czechia,Who was appointed in 2024 to lead Czechia through Euro 2024 and 2026 World Cup qualifiers?,Ivan HaÅ¡ek
1122,Czechia,Who was appointed to lead Czechia for Euro 2024 and 2026 World Cup qualifiers?,Ivan HaÅ¡ek
1123,Czechia,Which Czechia striker was the main attacking focal point for the 2022 FIFA World Cup qualifiers?,Patrik Schick
1123,Czechia,Which Czechia striker was the undisputed attacking focal point for the 2022 FIFA World Cup?,Patrik Schick
1124,Czechia,Which Czechia player scored the longest-distance goal at Euro 2020?,Patrik Schick
1124,Czechia,Which Czechia player scored the longest-distance goal in Euro history at Euro 2020?,Patrik Schick
1125,Czechia,Which Czech player scored twice in their 2006 World Cup opener?,Tomáš Rosický
1125,Czechia,Which Czechia player scored twice in their 2006 World Cup opener?,Tomáš Rosický
1126,Czechia,Which Czechia goalkeeper holds the national record with 124 caps?,Petr ÄŒech
1126,Czechia,Which Czechia player holds the national record with 124 caps?,Petr ÄŒech
1127,Czechia,Which Czechia manager implemented a fluid 4-4-2 diamond system for the 2006 World Cup?,Karel Brückner
1127,Czechia,Which Czechia manager implemented a fluid 4-4-2 diamond system in the 2006 World Cup cycle?,Karel Brückner
1128,Czechia,Which Czechia manager directed the team to the Euro 2012 quarter-finals?,Michal Bílek
1128,Czechia,Which Czechia manager led the team to the Euro 2012 quarter-finals?,Michal Bílek
1129,Côte d'Ivoire,Which manager led the Ivorian squad at the 2014 FIFA World Cup?,Sabri Lamouchi
1129,Côte d'Ivoire,Which manager led the Ivorian team at the 2014 FIFA World Cup?,Sabri Lamouchi
1130,Côte d'Ivoire,When did Côte d'Ivoire win the AFCON as tournament hosts?,2023
1130,Côte d'Ivoire,When did the Côte d'Ivoire team win the AFCON as hosts?,2023
1131,Côte d'Ivoire,Which Côte d'Ivoire player held the national team scoring record at the 2014 World Cup?,Didier Drogba
1131,Côte d'Ivoire,Which Ivorian player held the national team scoring record at the 2014 World Cup?,Didier Drogba
1132,Côte d'Ivoire,"For the 2023 AFCON, what was the approximate capacity of Côte d'Ivoire's Stade Alassane Ouattara?","60,000"
1132,Côte d'Ivoire,"What is the approximate capacity of Côte d'Ivoire's Stade Alassane Ouattara, built for the 2023 AFCON?","60,000"
1133,Côte d'Ivoire,In which year did Côte d'Ivoire win AFCON after a poor group stage?,2023
1133,Côte d'Ivoire,In which year did Côte d'Ivoire win the AFCON as hosts after a poor group stage?,2023
1134,Côte d'Ivoire,Which Côte d'Ivoire stadium was built for the 2023 AFCON?,Stade Alassane Ouattara
1134,Côte d'Ivoire,Which Côte d'Ivoire stadium was opened for the 2023 AFCON?,Stade Alassane Ouattara
1135,Côte d'Ivoire,Which Ivorian midfielder played at both the 2010 and 2014 World Cups?,Yaya Touré
1135,Côte d'Ivoire,Which Ivorian midfielder played in both the 2010 and 2014 World Cups?,Yaya Touré
1136,Côte d'Ivoire,"For which tournament was Côte d'Ivoire's 60,000-seat Stade Alassane Ouattara built?",2023 AFCON
1136,Côte d'Ivoire,For which tournament was Côte d'Ivoire's Stade Alassane Ouattara built?,2023 AFCON
1137,Côte d'Ivoire,Which Côte d'Ivoire player was named Best Young Player at the 2023 Africa Cup of Nations?,Simon Adingra
1137,Côte d'Ivoire,Which Côte d'Ivoire player won Best Young Player at the 2023 Africa Cup of Nations?,Simon Adingra
1138,Côte d'Ivoire,Which Côte d'Ivoire player was captain at his final World Cup in 2014?,Didier Drogba
1138,Côte d'Ivoire,Which Côte d'Ivoire player was visibly emotional at his final World Cup in 2014?,Didier Drogba
1138,Côte d'Ivoire,Which Ivorian player was visibly emotional after his final World Cup match in 2014?,Didier Drogba
1138,Côte d'Ivoire,Which Ivorian player was visibly emotional at his final World Cup in 2014?,Didier Drogba
1139,Côte d'Ivoire,Who coached Côte d'Ivoire at the 2010 FIFA World Cup?,Sven-Göran Eriksson
1139,Côte d'Ivoire,Who managed Côte d'Ivoire at the 2010 FIFA World Cup?,Sven-Göran Eriksson
1139,Côte d'Ivoire,Who managed the Côte d'Ivoire team at the 2010 World Cup?,Sven-Göran Eriksson
1140,Côte d'Ivoire,Which Ivorian legend's final World Cup was the 2014 tournament?,Didier Drogba
1140,Côte d'Ivoire,Which Ivorian star's final World Cup was the 2014 tournament?,Didier Drogba
1141,Côte d'Ivoire,Which manager led Côte d'Ivoire's 2014 World Cup campaign?,Sabri Lamouchi
1141,Côte d'Ivoire,Which manager led Côte d'Ivoire's 2014 World Cup squad?,Sabri Lamouchi
1142,Côte d'Ivoire,Which Ivorian legend cried after his final 2014 World Cup match?,Didier Drogba
1142,Côte d'Ivoire,Which Ivorian star cried after his final 2014 World Cup match?,Didier Drogba
1143,Côte d'Ivoire,How many caps did Côte d'Ivoire midfielder Yaya Touré earn?,101 caps
1143,Côte d'Ivoire,How many caps did Yaya Touré earn for Côte d'Ivoire?,101 caps
1144,Côte d'Ivoire,Which Ivorian player scored the decisive goal in the 2023 AFCON final?,Sébastien Haller
1144,Côte d'Ivoire,Which Ivorian player scored the winning goal in the 2023 AFCON final?,Sébastien Haller
1144,Côte d'Ivoire,Which Ivorian striker scored the winning goal in the 2023 AFCON final?,Sébastien Haller
1145,Côte d'Ivoire,Which Côte d'Ivoire player had an emotional farewell at the 2014 FIFA World Cup?,Didier Drogba
1145,Côte d'Ivoire,Which Côte d'Ivoire player had an emotional moment at the 2014 World Cup?,Didier Drogba
1145,Côte d'Ivoire,Which Côte d'Ivoire star had an emotional farewell at the 2014 World Cup?,Didier Drogba
1146,Côte d'Ivoire,Which Côte d'Ivoire legend retired from international football in 2014?,Didier Drogba
1146,Côte d'Ivoire,Which Côte d'Ivoire player retired from international football in 2014?,Didier Drogba
1146,Côte d'Ivoire,Which Côte d'Ivoire striker retired from international football in 2014?,Didier Drogba
1147,Côte d'Ivoire,Which Côte d'Ivoire midfielder was a key starter at both the 2010 and 2014 FIFA World Cups?,Yaya Touré
1147,Côte d'Ivoire,Which Côte d'Ivoire midfielder was key at both the 2010 and 2014 World Cups?,Yaya Touré
1148,Côte d'Ivoire,Which Ivorian young talent was key for the 2026 World Cup squad?,Simon Adingra
1148,Côte d'Ivoire,Which Ivorian young talent was selected for the 2026 World Cup squad?,Simon Adingra
1149,Côte d'Ivoire,"At the 2014 World Cup, which Côte d'Ivoire player was their all-time leading scorer?",Didier Drogba
1149,Côte d'Ivoire,Which Côte d'Ivoire player was their all-time top scorer at the 2014 FIFA World Cup?,Didier Drogba
1149,Côte d'Ivoire,Which Côte d'Ivoire striker was their all-time top scorer at the 2014 World Cup?,Didier Drogba
1150,Côte d'Ivoire,Who managed Côte d'Ivoire to the 2023 AFCON title as hosts?,Emerse Faé
1150,Côte d'Ivoire,Who managed Côte d'Ivoire to the 2023 AFCON title?,Emerse Faé
1151,Côte d'Ivoire,Which Ivorian legend played his final World Cup in 2014?,Didier Drogba
1151,Côte d'Ivoire,Which Ivorian star played his final World Cup in 2014?,Didier Drogba
1152,DR Congo,"In the 2026 World Cup cycle, which DR Congo defender reached over 60 caps?",Chancel Mbemba
1152,DR Congo,Which DR Congo defender reached 60 caps before the 2026 World Cup cycle?,Chancel Mbemba
1153,DR Congo,Which DR Congo forward is a key player for the 2026 World Cup cycle?,Yoane Wissa
1153,DR Congo,Which DR Congo forward was a key player for the 2026 FIFA World Cup cycle?,Yoane Wissa
1153,DR Congo,Which DR Congo forward was designated as a key player for the 2026 World Cup cycle?,Yoane Wissa
1154,DR Congo,Which DR Congo manager led them to historic 2026 World Cup qualification?,Sébastien Desabre
1154,DR Congo,Which manager guided DR Congo to 2026 World Cup qualification?,Sébastien Desabre
1154,DR Congo,Which manager led DR Congo to 2026 World Cup qualification?,Sébastien Desabre
1155,DR Congo,Which year is DR Congo's historic World Cup moment?,2026
1155,DR Congo,Which year is DR Congo's historic World Cup qualification?,2026
1156,DR Congo,Which DR Congo player provided crucial defensive experience for their 2026 World Cup squad?,Chancel Mbemba
1156,DR Congo,Which DR Congo player provided key defensive experience for their 2026 World Cup qualifying squad?,Chancel Mbemba
1157,DR Congo,Which DR Congo stadium hosts its FIFA World Cup qualifiers?,Stade des Martyrs
1157,DR Congo,Which DR Congo stadium hosts key FIFA World Cup qualifiers?,Stade des Martyrs
1157,DR Congo,Which DR Congo stadium hosts their FIFA World Cup qualifiers?,Stade des Martyrs
1158,DR Congo,Which DR Congo Linafoot club reached the 2010 FIFA Club World Cup final?,TP Mazembe
1158,DR Congo,"Which DR Congo club, featuring in the Linafoot league, reached the 2010 FIFA Club World Cup final?",TP Mazembe
1159,DR Congo,DR Congo reached the AFCON semi-finals in which year?,2015
1159,DR Congo,DR Congo reached the semi-finals in which AFCON tournament?,2015
1160,DR Congo,Which DR Congo stadium hosted the 2022 World Cup qualifier vs Morocco?,Stade des Martyrs
1160,DR Congo,Which DR Congo stadium hosted their 2022 World Cup qualifier vs Morocco?,Stade des Martyrs
1161,DR Congo,During which World Cup qualifiers did Sébastien Desabre manage DR Congo?,2026 World Cup qualifiers
1161,DR Congo,Which World Cup qualifiers did Sébastien Desabre manage DR Congo for?,2026 World Cup qualifiers
1162,DR Congo,When did DR Congo qualify for 2026 World Cup?,2026
1162,DR Congo,When did DR Congo qualify for the World Cup in 2026?,2026
1163,DR Congo,"Before the 2022 World Cup, which DR Congo striker had already earned over 40 caps?",Cédric Bakambu
1163,DR Congo,Which DR Congo striker had earned over 40 caps by the 2022 World Cup?,Cédric Bakambu
1164,DR Congo,Which DR Congo club was the first African side to reach a FIFA Club World Cup final?,TP Mazembe
1164,DR Congo,Which DR Congo club was the first CAF side to reach the FIFA Club World Cup final?,TP Mazembe
1165,DR Congo,When did DR Congo last qualify for FIFA World Cup?,2026
1165,DR Congo,When did DR Congo qualify for the FIFA World Cup?,2026
1166,DR Congo,Which manager led DR Congo's 2026 World Cup qualification campaign?,Sébastien Desabre
1166,DR Congo,Which manager led DR Congo's historic 2026 World Cup qualification?,Sébastien Desabre
1166,DR Congo,Which French manager led DR Congo's historic 2026 World Cup qualification?,Sébastien Desabre
1167,DR Congo,Which DR Congo forward is a key part of their 2026 World Cup plans?,Yoane Wissa
1167,DR Congo,Which DR Congo forward is a key part of their 2026 World Cup qualification campaign?,Yoane Wissa
1167,DR Congo,Which DR Congo forward is a key part of their 2026 World Cup cycle?,Yoane Wissa
1168,DR Congo,"Which DR Congo club won the CAF Champions League in 2009, 2010, and 2015?",TP Mazembe
1168,DR Congo,"Which DR Congo club won three CAF Champions League titles in 2009, 2010, and 2015?",TP Mazembe
1169,DR Congo,Who managed DR Congo during their historic 2026 World Cup qualification?,Sébastien Desabre
1169,DR Congo,Who managed DR Congo for their historic 2026 World Cup qualification?,Sébastien Desabre
1169,DR Congo,Who managed DR Congo to their historic 2026 World Cup qualification?,Sébastien Desabre
1170,DR Congo,DR Congo qualified for which FIFA World Cup edition?,2026 World Cup
1170,DR Congo,DR Congo qualified for which FIFA World Cup tournament?,2026 World Cup
1170,DR Congo,DR Congo qualified via CAF for which FIFA World Cup edition?,2026 World Cup
1171,DR Congo,Who managed DR Congo in their historic 2026 FIFA World Cup qualification?,Sébastien Desabre
1171,DR Congo,Who managed DR Congo in their historic 2026 FIFA World Cup qualifiers?,Sébastien Desabre
1171,DR Congo,Who managed DR Congo in their 2026 FIFA World Cup qualifiers?,Sébastien Desabre
1172,DR Congo,Which DR Congo stadium hosts its 2026 World Cup qualifiers?,Stade des Martyrs
1172,DR Congo,Which stadium hosts DR Congo's 2026 FIFA World Cup qualifiers?,Stade des Martyrs
1172,DR Congo,Which DR Congo stadium hosts 2026 FIFA World Cup qualifiers?,Stade des Martyrs
1173,DR Congo,Which DR Congo player for 2026 World Cup qualifiers features in the Premier League?,Yoane Wissa
1173,DR Congo,Which DR Congo player for the 2026 qualifiers features in the English Premier League?,Yoane Wissa
1173,DR Congo,Which DR Congo player for the 2026 World Cup squad features in England's Premier League?,Yoane Wissa
1173,DR Congo,Which DR Congo player in the 2026 qualifiers features for a Premier League club?,Yoane Wissa
1174,DR Congo,DR Congo qualified for the 2026 World Cup after a gap of how many years?,Over 50 years
1174,DR Congo,DR Congo qualified for the 2026 World Cup after how many years?,Over 50 years
1175,DR Congo,Which DR Congo player scored in the 2015 AFCON semi-final?,Dieumerci Mbokani
1175,DR Congo,Which DR Congo player scored in their 2015 AFCON semi-final?,Dieumerci Mbokani
1176,DR Congo,Which DR Congo centre-back did Sébastien Desabre start in the 2026 World Cup qualifiers?,Chancel Mbemba
1176,DR Congo,Which DR Congo defender did Sébastien Desabre start in the 2026 World Cup qualifiers?,Chancel Mbemba
1177,DR Congo,"In 2015 AFCON, which stage did DR Congo reach?",Semi finals
1177,DR Congo,What stage did DR Congo reach in 2015 AFCON?,Semi finals
1178,DR Congo,Which DR Congo attacker for the 2026 qualifiers plays in the Premier League?,Yoane Wissa
1178,DR Congo,Which DR Congo attacker was in the Premier League for the 2026 qualifiers?,Yoane Wissa
1179,DR Congo,Which DR Congo manager led the team to the 2015 AFCON semi-finals?,Florent Ibengé
1179,DR Congo,Which DR Congo manager led them to the 2015 AFCON semi-finals?,Florent Ibengé
1179,DR Congo,Which manager led DR Congo to the 2015 AFCON semi-finals?,Florent Ibengé
1180,DR Congo,Which DR Congo manager led them in 2026 World Cup qualifying?,Sébastien Desabre
1180,DR Congo,Which French manager led DR Congo in 2026 World Cup qualifying?,Sébastien Desabre
1181,DR Congo,Which DR Congo club last won the CAF Champions League in 2015?,TP Mazembe
1181,DR Congo,Which DR Congo club won the 2015 CAF Champions League?,TP Mazembe
1182,DR Congo,Which DR Congo defender was a key squad member for the 2026 FIFA World Cup cycle?,Arthur Masuaku
1182,DR Congo,Which DR Congo defender was key for the 2026 FIFA World Cup cycle?,Arthur Masuaku
1183,DR Congo,For which World Cup did DR Congo first qualify under their current name?,2026 FIFA World Cup
1183,DR Congo,In which FIFA World Cup did DR Congo first qualify under their current name?,2026 FIFA World Cup
1184,DR Congo,Which manager led DR Congo to their historic 2026 FIFA World Cup qualification?,Sébastien Desabre
1184,DR Congo,Which manager led DR Congo in their historic 2026 FIFA World Cup qualification?,Sébastien Desabre
1185,DR Congo,Which DR Congo defender brought experience to their 2022 World Cup qualifying squad?,Chancel Mbemba
1185,DR Congo,Which DR Congo defender brought the most experience to their 2022 World Cup squad?,Chancel Mbemba
1186,DR Congo,Which DR Congo emerging talent featured in 2026 FIFA World Cup qualifiers?,Silas Katompa
1186,DR Congo,Which DR Congo emerging talent played in 2026 FIFA World Cup qualifiers?,Silas Katompa
1187,DR Congo,Which DR Congo league features both TP Mazembe and AS Vita Club?,Linafoot
1187,DR Congo,Which DR Congo domestic league features TP Mazembe and AS Vita Club?,Linafoot
1188,DR Congo,"DR Congo reached 2015 AFCON semi-finals, like which nation?",Ghana
1188,DR Congo,"Which nation, like DR Congo, reached the 2015 AFCON semi-finals?",Ghana
1189,DR Congo,"Which DR Congo centre-back, with over 60 caps, played for Marseille in 2024?",Chancel Mbemba
1189,DR Congo,"Which DR Congo centre-back, with over 60 caps, was key for Marseille in 2024?",Chancel Mbemba
1190,DR Congo,Which DR Congo defender brought vital experience to their 2026 World Cup qualifying squad?,Chancel Mbemba
1190,DR Congo,Which DR Congo defender brought experience to their 2026 World Cup qualifying campaign?,Chancel Mbemba
1191,DR Congo,Which stadium is DR Congo's primary home venue for FIFA World Cup qualifiers?,Stade des Martyrs
1191,DR Congo,"Which 80,000-capacity stadium is DR Congo's primary home venue for World Cup qualifiers?",Stade des Martyrs
1192,DR Congo,Which DR Congo centre-back had earned over 60 caps by the 2026 World Cup cycle?,Chancel Mbemba
1192,DR Congo,Which DR Congo centre-back had over 60 caps for the 2026 World Cup cycle?,Chancel Mbemba
1193,DR Congo,Which DR Congo forward was key in their 2026 World Cup qualifying campaign?,Yoane Wissa
1193,DR Congo,Which DR Congo forward is key for their 2026 FIFA World Cup campaign?,Yoane Wissa
1193,DR Congo,Which DR Congo forward was key for their 2026 FIFA World Cup qualifying campaign?,Yoane Wissa
1194,DR Congo,Which DR Congo club lost the 2010 FIFA Club World Cup final?,TP Mazembe
1194,DR Congo,Which DR Congo club made the 2010 FIFA Club World Cup final?,TP Mazembe
1195,DR Congo,DR Congo qualified for its first FIFA World Cup in which year?,2026
1195,DR Congo,DR Congo qualified for their first FIFA World Cup in which year?,2026
1196,DR Congo,When did DR Congo first qualify?,2026
1196,DR Congo,When did DR Congo qualify?,2026
1197,DR Congo,When did DR Congo first qualify for a FIFA World Cup?,2026
1197,DR Congo,When did DR Congo qualify for its first FIFA World Cup?,2026
1198,Denmark,Which Denmark captain saved Christian Eriksen at Euro 2020?,Simon Kjær
1198,Denmark,Which Denmark captain shielded Christian Eriksen at Euro 2020?,Simon Kjær
